Ente;Confinanti;Data inizio;Positivi 2020/03/25;Data massimo positivi durante chiusura;Massimo positivi durante chiusura;Data fine chiusura;Positivi fine chiusura;Data inizio zona rossa;Positivi inizio zona rossa;Data massimo positivi seconda ondata;Massimo positivi seconda ondata;Data inizio zona arancione;Positivi inizio zona arancione;Data inizio zona gialla;Positivi inizio zona gialla;Data ultimo giorno;Positivi 2021/01/16;Data massimo positivi;Massimo positivi;Data massima variazione;Massima variazione;Data inizio;Positivi per 1000 abitanti 2020/03/25;Data massimo positivi per 1000 abitanti durante chiusura;Massimo positivi per 1000 abitanti durante chiusura;Data fine chiusura;Positivi per 1000 abitanti fine chiusura;Data inizio zona rossa;Positivi per 1000 abitanti inizio zona rossa;Data massimo positivi per 1000 abitanti seconda ondata;Massimo positivi per 1000 abitanti seconda ondata;Data inizio zona arancione;Positivi per 1000 abitanti inizio zona arancione;Data inizio zona gialla;Positivi per 1000 abitanti inizio zona gialla;Data ultimo giorno;Positivi per 1000 abitanti 2021/01/16;Data massimo positivi per 1000 abitanti;Massimo positivi per 1000 abitanti;Data massima variazione per 1000 abitanti;Massima variazione per 1000 abitanti;Tipo
Pinasca;Cumiana,San Pietro Val Lemina,Perosa Argentina,Villar Perosa,Inverso Pinasca,Giaveno,Pinerolo,Frossasco;2020/03/25;4;2020/05/04;28;2020/05/18;22;2020/11/03;5;2020/11/28;41;2020/11/27;33;2020/12/12;30;2021/01/16;3;2020/11/28;41;2020/11/28;8;2020/03/25;1.36;2020/05/04;9.53;2020/05/18;7.49;2020/11/03;1.7;2020/11/28;13.96;2020/11/27;11.24;2020/12/12;10.21;2021/01/16;1.02;2020/11/28;13.96;2020/11/28;2.72;COM
Pinerolo;San Secondo di Pinerolo,San Pietro Val Lemina,Roletto,Porte,Macello,Piscina,Buriasco,Pinasca,Scalenghe,Garzigliana,Osasco,Frossasco;2020/03/25;30;2020/05/05;200;2020/05/18;94;2020/11/03;194;2020/11/19;490;2020/11/27;391;2020/12/12;227;2021/01/16;144;2020/11/19;490;2020/11/14;50;2020/03/25;0.83;2020/05/05;5.54;2020/05/18;2.6;2020/11/03;5.37;2020/11/19;13.57;2020/11/27;10.83;2020/12/12;6.28;2021/01/16;3.99;2020/11/19;13.57;2020/11/14;1.39;COM
Pino Torinese;Torino,Baldissero Torinese,Cambiano,Pecetto Torinese,Chieri;2020/03/25;14;2020/04/23;32;2020/05/18;13;2020/11/03;101;2020/11/14;119;2020/11/27;89;2020/12/12;75;2021/01/16;19;2020/11/14;119;2020/11/06;11;2020/03/25;1.67;2020/04/23;3.81;2020/05/18;1.55;2020/11/03;12.02;2020/11/14;14.16;2020/11/27;10.59;2020/12/12;8.93;2021/01/16;2.26;2020/11/14;14.16;2020/11/06;1.31;COM
Pino d'Asti;Passerano Marmorito,Albugnano,Castelnuovo Don Bosco;2020/03/25;0;2020/04/18;1;2020/05/18;1;2020/11/03;0;2020/11/28;2;2020/11/27;1;2020/12/12;1;2021/01/16;1;2020/11/28;2;2020/04/18;1;2020/03/25;0.0;2020/04/18;4.57;2020/05/18;4.57;2020/11/03;0.0;2020/11/28;9.13;2020/11/27;4.57;2020/12/12;4.57;2021/01/16;4.57;2020/11/28;9.13;2020/04/18;4.57;COM
Piobesi Torinese;Carignano,None,Castagnole Piemonte,Vinovo,Candiolo;2020/03/25;8;2020/04/23;14;2020/05/18;14;2020/11/03;82;2020/11/18;117;2020/11/27;72;2020/12/12;16;2021/01/16;17;2020/11/18;117;2020/11/06;13;2020/03/25;2.1;2020/04/23;3.68;2020/05/18;3.68;2020/11/03;21.54;2020/11/18;30.74;2020/11/27;18.92;2020/12/12;4.2;2021/01/16;4.47;2020/11/18;30.74;2020/11/06;3.41;COM
Piobesi d'Alba;Alba,Corneliano d'Alba,Guarene;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;4;2020/11/29;19;2020/11/27;16;2020/12/12;10;2021/01/16;1;2020/11/29;19;2020/11/06;5;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;2.95;2020/11/29;14.03;2020/11/27;11.82;2020/12/12;7.39;2021/01/16;0.74;2020/11/29;14.03;2020/11/06;3.69;COM
Piode;Pettinengo,Campertogno,Scopello,Pila,Rassa;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/27;5;2020/11/27;5;2020/12/12;0;2021/01/16;0;2020/11/27;5;2020/07/08;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/27;27.78;2020/11/27;27.78;2020/12/12;0.0;2021/01/16;0.0;2020/11/27;27.78;2020/07/08;5.56;COM
Piossasco;Cumiana,Volvera,Rivalta di Torino,Bruino,Trana,Sangano;2020/03/25;21;2020/05/04;52;2020/05/18;18;2020/11/03;118;2020/11/18;275;2020/11/27;237;2020/12/12;137;2021/01/16;83;2020/11/18;275;2020/11/06;24;2020/03/25;1.14;2020/05/04;2.83;2020/05/18;0.98;2020/11/03;6.42;2020/11/18;14.97;2020/11/27;12.9;2020/12/12;7.46;2021/01/16;4.52;2020/11/18;14.97;2020/11/06;1.31;COM
PiovÃ  Massaia;Montafia,Cocconato,Piea,Capriglio,Cunico,Cerreto d'Asti,Passerano Marmorito,Montiglio Monferrato;2020/03/25;0;2020/04/18;2;2020/05/18;1;2020/11/03;0;2020/11/21;5;2020/11/27;4;2020/12/12;4;2021/01/16;0;2020/10/18;6;2020/04/18;2;2020/03/25;0.0;2020/04/18;3.3;2020/05/18;1.65;2020/11/03;0.0;2020/11/21;8.25;2020/11/27;6.6;2020/12/12;6.6;2021/01/16;0.0;2020/10/18;9.9;2020/04/18;3.3;COM
Piozzo;Lequio Tanaro,Bene Vagienna,Farigliano,CarrÃ¹;2020/03/25;0;2020/04/24;1;2020/05/18;1;2020/11/03;2;2020/11/14;23;2020/11/27;11;2020/12/12;1;2021/01/16;4;2020/11/14;23;2020/11/06;10;2020/03/25;0.0;2020/04/24;1.02;2020/05/18;1.02;2020/11/03;2.04;2020/11/14;23.47;2020/11/27;11.22;2020/12/12;1.02;2021/01/16;4.08;2020/11/14;23.47;2020/11/06;10.2;COM
Pisano;Meina,Armeno,Colazza,Nebbiuno;2020/03/25;1;2020/04/18;3;2020/05/18;1;2020/11/03;2;2020/11/25;8;2020/11/27;6;2020/12/12;0;2021/01/16;0;2020/11/25;8;2020/11/11;3;2020/03/25;1.23;2020/04/18;3.68;2020/05/18;1.23;2020/11/03;2.45;2020/11/25;9.8;2020/11/27;7.35;2020/12/12;0.0;2021/01/16;0.0;2020/11/25;9.8;2020/11/11;3.67;COM
Piscina;Cumiana,Airasca,Scalenghe,Pinerolo,Frossasco;2020/03/25;0;2020/04/22;12;2020/05/18;2;2020/11/03;12;2020/11/21;39;2020/11/27;29;2020/12/12;25;2021/01/16;6;2020/11/21;39;2020/11/29;7;2020/03/25;0.0;2020/04/22;3.56;2020/05/18;0.59;2020/11/03;3.56;2020/11/21;11.57;2020/11/27;8.61;2020/12/12;7.42;2021/01/16;1.78;2020/11/21;11.57;2020/11/29;2.07;COM
Piverone;Zimone,Magnano,Albiano d'Ivrea,Viverone,Azeglio,Palazzo Canavese;2020/03/25;1;2020/05/05;19;2020/05/18;7;2020/11/03;4;2020/12/20;22;2020/11/27;16;2020/12/12;7;2021/01/16;6;2020/12/20;22;2020/12/14;10;2020/03/25;0.73;2020/05/05;13.92;2020/05/18;5.13;2020/11/03;2.93;2020/12/20;16.12;2020/11/27;11.72;2020/12/12;5.13;2021/01/16;4.4;2020/12/20;16.12;2020/12/14;7.32;COM
Pocapaglia;Monticello d'Alba,Sommariva Perno,Bra,SanfrÃ¨,Santa Vittoria d'Alba;2020/03/25;2;2020/04/15;18;2020/05/18;2;2020/11/03;35;2020/11/13;51;2020/11/27;38;2020/12/12;13;2021/01/16;44;2020/11/13;51;2021/01/07;7;2020/03/25;0.6;2020/04/15;5.41;2020/05/18;0.6;2020/11/03;10.52;2020/11/13;15.32;2020/11/27;11.42;2020/12/12;3.91;2021/01/16;13.22;2020/11/13;15.32;2021/01/07;2.1;COM
Pogno;Madonna del Sasso,Gozzano,Soriso,Valduggia,San Maurizio d'Opaglio;2020/03/25;2;2020/04/26;26;2020/05/18;11;2020/11/03;5;2020/11/17;21;2020/11/27;12;2020/12/12;6;2021/01/16;7;2020/04/26;26;2020/04/11;8;2020/03/25;1.41;2020/04/26;18.37;2020/05/18;7.77;2020/11/03;3.53;2020/11/17;14.84;2020/11/27;8.48;2020/12/12;4.24;2021/01/16;4.95;2020/04/26;18.37;2020/04/11;5.65;COM
Poirino;Ceresole Alba,Carmagnola,Villanova d'Asti,Riva presso Chieri,Pralormo,Santena,Villastellone,Cellarengo,Chieri,Isolabella;2020/03/25;12;2020/04/28;67;2020/05/18;48;2020/11/03;190;2020/11/07;219;2020/11/27;154;2020/12/12;81;2021/01/16;42;2020/11/07;219;2020/10/18;62;2020/03/25;1.15;2020/04/28;6.43;2020/05/18;4.61;2020/11/03;18.25;2020/11/07;21.03;2020/11/27;14.79;2020/12/12;7.78;2021/01/16;4.03;2020/11/07;21.03;2020/10/18;5.96;COM
Pollone;Occhieppo Superiore,Sordevolo,Biella;2020/03/25;2;2020/04/24;24;2020/05/18;16;2020/11/03;23;2020/11/06;29;2020/11/27;19;2020/12/12;8;2021/01/16;2;2020/11/06;29;2020/11/06;6;2020/03/25;0.95;2020/04/24;11.36;2020/05/18;7.58;2020/11/03;10.89;2020/11/06;13.73;2020/11/27;9.0;2020/12/12;3.79;2021/01/16;0.95;2020/11/06;13.73;2020/11/06;2.84;COM
Polonghera;Murello,Moretta,Casalgrasso,Faule,Racconigi,Pancalieri;2020/03/25;0;2020/04/19;7;2020/05/18;4;2020/11/03;14;2020/11/16;22;2020/11/27;21;2020/12/12;4;2021/01/16;2;2020/11/16;22;2020/10/29;4;2020/03/25;0.0;2020/04/19;6.14;2020/05/18;3.51;2020/11/03;12.28;2020/11/16;19.3;2020/11/27;18.42;2020/12/12;3.51;2021/01/16;1.75;2020/11/16;19.3;2020/10/29;3.51;COM
Pomaretto;Inverso Pinasca,Perrero,Perosa Argentina,Pramollo;2020/03/25;2;2020/04/19;6;2020/05/18;1;2020/11/03;1;2020/12/04;17;2020/11/27;15;2020/12/12;11;2021/01/16;1;2020/12/04;17;2020/11/19;5;2020/03/25;1.98;2020/04/19;5.93;2020/05/18;0.99;2020/11/03;0.99;2020/12/04;16.82;2020/11/27;14.84;2020/12/12;10.88;2021/01/16;0.99;2020/12/04;16.82;2020/11/19;4.95;COM
Pomaro Monferrato;Valmacca,Valenza,Giarole,Occimiano,Ticineto,Bozzole,Borgo San Martino;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;2;2020/11/04;2;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/10/28;2;2020/10/28;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;5.63;2020/11/04;5.63;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/10/28;5.63;2020/10/28;5.63;COM
Pombia;Marano Ticino,Divignano,Varallo Pombia;2020/03/25;2;2020/04/12;7;2020/05/18;0;2020/11/03;14;2020/11/18;32;2020/11/27;21;2020/12/12;1;2021/01/16;3;2020/11/18;32;2020/11/12;7;2020/03/25;0.92;2020/04/12;3.22;2020/05/18;0.0;2020/11/03;6.45;2020/11/18;14.74;2020/11/27;9.67;2020/12/12;0.46;2021/01/16;1.38;2020/11/18;14.74;2020/11/12;3.22;COM
Ponderano;Biella,Borriana,Gaglianico,Mongrando,Occhieppo Inferiore,Sandigliano;2020/03/25;6;2020/04/19;13;2020/05/18;0;2020/11/03;33;2020/11/16;64;2020/11/27;44;2020/12/12;19;2021/01/16;4;2020/11/16;64;2020/11/05;7;2020/03/25;1.59;2020/04/19;3.44;2020/05/18;0.0;2020/11/03;8.72;2020/11/16;16.91;2020/11/27;11.63;2020/12/12;5.02;2021/01/16;1.06;2020/11/16;16.91;2020/11/05;1.85;COM
Pont-Canavese;Alpette,Sparone,CuorgnÃ¨,Ingria,Frassinetto,Chiesanuova,Ronco Canavese;2020/03/25;1;2020/05/14;6;2020/05/18;4;2020/11/03;25;2020/11/10;29;2020/11/27;16;2020/12/12;7;2021/01/16;23;2020/11/10;29;2020/10/29;5;2020/03/25;0.3;2020/05/14;1.82;2020/05/18;1.22;2020/11/03;7.6;2020/11/10;8.81;2020/11/27;4.86;2020/12/12;2.13;2021/01/16;6.99;2020/11/10;8.81;2020/10/29;1.52;COM
Pontechianale;Oncino,Bellino,Casteldelfino,Crissolo;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/14;3;2020/11/27;1;2020/12/12;0;2021/01/16;0;2020/11/14;3;2020/11/12;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/14;18.4;2020/11/27;6.13;2020/12/12;0.0;2021/01/16;0.0;2020/11/14;18.4;2020/11/13;6.14;COM
Pontecurone;Casalnoceto,Tortona,Castelnuovo Scrivia,Viguzzolo;2020/03/25;11;2020/04/27;35;2020/05/18;21;2020/11/03;22;2020/11/10;27;2020/11/27;20;2020/12/12;5;2021/01/16;3;2020/04/27;35;2020/04/22;7;2020/03/25;3.1;2020/04/27;9.86;2020/05/18;5.92;2020/11/03;6.2;2020/11/10;7.61;2020/11/27;5.63;2020/12/12;1.41;2021/01/16;0.85;2020/04/27;9.86;2020/04/22;1.98;COM
Pontestura;Coniolo,Solonghello,Ozzano Monferrato,Casale Monferrato,Serralunga di Crea,Cereseto,Camino,Morano sul Po;2020/03/25;3;2020/05/07;6;2020/05/18;3;2020/11/03;5;2020/11/17;12;2020/11/27;5;2020/12/12;4;2021/01/16;2;2020/11/17;12;2020/10/31;3;2020/03/25;2.11;2020/05/07;4.23;2020/05/18;2.11;2020/11/03;3.52;2020/11/17;8.45;2020/11/27;3.52;2020/12/12;2.82;2021/01/16;1.41;2020/11/17;8.45;2020/10/31;2.12;COM
Ponti;Castelletto d'Erro,Montechiaro d'Acqui,Bistagno,Monastero Bormida,Denice;2020/03/25;1;2020/04/05;3;2020/05/18;0;2020/11/03;3;2020/11/12;6;2020/11/27;4;2020/12/12;2;2021/01/16;3;2020/11/12;6;2020/10/26;2;2020/03/25;1.76;2020/04/05;5.28;2020/05/18;0.0;2020/11/03;5.28;2020/11/12;10.56;2020/11/27;7.04;2020/12/12;3.52;2021/01/16;5.28;2020/11/12;10.56;2020/10/26;3.52;COM
Ponzano Monferrato;Castelletto Merli,Moncalvo,Serralunga di Crea,Mombello Monferrato,Cereseto;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;6;2020/11/04;4;2020/11/27;3;2020/12/12;2;2021/01/16;3;2020/10/30;7;2020/10/14;3;2020/03/25;2.97;2020/03/25;2.97;2020/05/18;0.0;2020/11/03;17.8;2020/11/04;11.87;2020/11/27;8.9;2020/12/12;5.93;2021/01/16;8.9;2020/10/30;20.77;2020/10/14;8.9;COM
Ponzone;Morbello,Grognardo,Molare,Cartosio,Cassinelle,Pareto,Cavatore,Malvicino;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;3;2020/11/08;5;2020/11/27;1;2020/12/12;4;2021/01/16;0;2020/11/08;5;2020/11/29;3;2020/03/25;0.99;2020/03/25;0.99;2020/05/18;0.0;2020/11/03;2.96;2020/11/08;4.94;2020/11/27;0.99;2020/12/12;3.95;2021/01/16;0.0;2020/11/08;4.94;2020/11/29;2.96;COM
Portacomaro;Calliano,Castagnole Monferrato,Asti,Scurzolengo;2020/03/25;23;2020/05/10;40;2020/05/18;17;2020/11/03;19;2020/11/18;29;2020/11/27;16;2020/12/12;8;2021/01/16;7;2020/05/10;40;2020/11/12;4;2020/03/25;11.35;2020/05/10;19.73;2020/05/18;8.39;2020/11/03;9.37;2020/11/18;14.31;2020/11/27;7.89;2020/12/12;3.95;2021/01/16;3.45;2020/05/10;19.73;2020/11/12;1.98;COM
Porte;San Secondo di Pinerolo,San Pietro Val Lemina,Villar Perosa,San Germano Chisone,Pinerolo;2020/03/25;0;2020/05/14;6;2020/05/18;4;2020/11/03;0;2020/11/19;11;2020/11/27;6;2020/12/12;2;2021/01/16;3;2020/11/19;11;2020/11/15;3;2020/03/25;0.0;2020/05/14;5.8;2020/05/18;3.87;2020/11/03;0.0;2020/11/19;10.64;2020/11/27;5.8;2020/12/12;1.93;2021/01/16;2.9;2020/11/19;10.64;2020/11/15;2.9;COM
Portula;Caprile,Valdilana,Coggiola,Pray;2020/03/25;2;2020/03/30;14;2020/05/18;4;2020/11/03;8;2020/11/27;27;2020/11/27;27;2020/12/12;6;2021/01/16;4;2020/11/27;27;2020/03/30;9;2020/03/25;1.68;2020/03/30;11.74;2020/05/18;3.36;2020/11/03;6.71;2020/11/27;22.65;2020/11/27;22.65;2020/12/12;5.03;2021/01/16;3.36;2020/11/27;22.65;2020/03/30;7.55;COM
Postua;Scopa,Ailoche,Borgosesia,Caprile,Guardabosone,Vocca;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;7;2021/01/12;14;2020/11/27;2;2020/12/12;1;2021/01/16;10;2021/01/12;14;2021/01/05;5;2020/03/25;1.73;2020/03/25;1.73;2020/05/18;0.0;2020/11/03;12.11;2021/01/12;24.22;2020/11/27;3.46;2020/12/12;1.73;2021/01/16;17.3;2021/01/12;24.22;2021/01/05;8.65;COM
Pozzol Groppo;Volpedo,Montemarzino,Momperone;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;0;2021/01/02;5;2020/11/27;1;2020/12/12;0;2021/01/16;2;2021/01/02;5;2020/12/27;2;2020/03/25;3.44;2020/03/25;3.44;2020/05/18;0.0;2020/11/03;0.0;2021/01/02;17.18;2020/11/27;3.44;2020/12/12;0.0;2021/01/16;6.87;2021/01/02;17.18;2020/12/27;6.88;COM
Pozzolo Formigaro;Villalvernia,Bosco Marengo,Tortona,Cassano Spinola,Novi Ligure;2020/03/25;6;2020/04/08;16;2020/05/18;4;2020/11/03;42;2020/11/25;64;2020/11/27;60;2020/12/12;34;2021/01/16;9;2020/11/25;64;2020/11/25;24;2020/03/25;1.29;2020/04/08;3.43;2020/05/18;0.86;2020/11/03;9.0;2020/11/25;13.71;2020/11/27;12.85;2020/12/12;7.28;2021/01/16;1.93;2020/11/25;13.71;2020/11/25;5.14;COM
Pradleves;Demonte,Castelmagno,Dronero,Monterosso Grana;2020/03/25;1;2020/04/17;2;2020/05/18;0;2020/11/03;2;2020/12/06;7;2020/11/27;4;2020/12/12;5;2021/01/16;0;2020/12/06;7;2020/11/01;2;2020/03/25;4.35;2020/04/17;8.7;2020/05/18;0.0;2020/11/03;8.7;2020/12/06;30.43;2020/11/27;17.39;2020/12/12;21.74;2021/01/16;0.0;2020/12/06;30.43;2020/11/01;8.7;COM
Pragelato;Prali,Fenestrelle,Sauze di Cesana,Sauze d'Oulx,Massello,Usseaux,Exilles,Oulx,Sestriere,Salza di Pinerolo,Salbertrand;2020/03/25;3;2020/04/03;5;2020/05/18;1;2020/11/03;1;2020/11/18;6;2020/11/27;1;2020/12/12;1;2021/01/16;2;2020/11/18;6;2020/11/07;2;2020/03/25;3.87;2020/04/03;6.45;2020/05/18;1.29;2020/11/03;1.29;2020/11/18;7.74;2020/11/27;1.29;2020/12/12;1.29;2021/01/16;2.58;2020/11/18;7.74;2020/11/07;2.58;COM
Prali;Perrero,Pragelato,Bobbio Pellice,Sauze di Cesana,Salza di Pinerolo,Villar Pellice;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2021/01/08;7;2020/11/27;3;2020/12/12;0;2021/01/16;5;2021/01/08;7;2021/01/08;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2021/01/08;29.29;2020/11/27;12.55;2020/12/12;0.0;2021/01/16;20.92;2021/01/08;29.29;2021/01/08;8.37;COM
Pralormo;Monteu Roero,Ceresole Alba,Santo Stefano Roero,MontÃ ,Cellarengo,Poirino;2020/03/25;2;2020/04/23;46;2020/05/18;34;2020/11/03;26;2020/11/11;39;2020/11/27;29;2020/12/12;25;2021/01/16;14;2020/04/23;46;2020/04/21;33;2020/03/25;1.05;2020/04/23;24.15;2020/05/18;17.85;2020/11/03;13.65;2020/11/11;20.47;2020/11/27;15.22;2020/12/12;13.12;2021/01/16;7.35;2020/04/23;24.15;2020/04/21;17.32;COM
Pralungo;Tollegno,Sagliano Micca,Biella;2020/03/25;4;2020/04/03;7;2020/05/18;0;2020/11/03;17;2020/11/13;27;2020/11/27;18;2020/12/12;14;2021/01/16;18;2020/11/13;27;2020/10/28;5;2020/03/25;1.69;2020/04/03;2.95;2020/05/18;0.0;2020/11/03;7.17;2020/11/13;11.39;2020/11/27;7.59;2020/12/12;5.91;2021/01/16;7.59;2020/11/13;11.39;2020/10/28;2.11;COM
Pramollo;Perrero,Inverso Pinasca,Angrogna,San Germano Chisone,Pomaretto;2020/03/25;0;2020/04/02;1;2020/05/18;0;2020/11/03;2;2020/11/15;6;2020/11/27;4;2020/12/12;2;2021/01/16;1;2020/11/15;6;2020/11/12;2;2020/03/25;0.0;2020/04/02;4.46;2020/05/18;0.0;2020/11/03;8.93;2020/11/15;26.79;2020/11/27;17.86;2020/12/12;8.93;2021/01/16;4.46;2020/11/15;26.79;2020/11/12;8.93;COM
Prarolo;Vercelli,Asigliano Vercellese,Pezzana;2020/03/25;2;2020/03/27;4;2020/05/18;0;2020/11/03;6;2020/11/29;31;2020/11/27;30;2020/12/12;14;2021/01/16;0;2020/11/29;31;2020/11/27;13;2020/03/25;2.75;2020/03/27;5.51;2020/05/18;0.0;2020/11/03;8.26;2020/11/29;42.7;2020/11/27;41.32;2020/12/12;19.28;2021/01/16;0.0;2020/11/29;42.7;2020/11/27;17.9;COM
Prarostino;San Germano Chisone,San Secondo di Pinerolo,Bricherasio,Angrogna;2020/03/25;2;2020/03/25;2;2020/05/18;0;2020/11/03;9;2020/12/16;25;2020/11/27;6;2020/12/12;16;2021/01/16;8;2020/12/16;25;2020/12/16;6;2020/03/25;1.56;2020/03/25;1.56;2020/05/18;0.0;2020/11/03;7.01;2020/12/16;19.49;2020/11/27;4.68;2020/12/12;12.47;2021/01/16;6.24;2020/12/16;19.49;2020/12/16;4.68;COM
Prasco;Visone,Morbello,Cremolino,Morsasco;2020/03/25;1;2020/04/19;3;2020/05/18;0;2020/11/03;2;2020/11/29;10;2020/11/27;6;2020/12/12;4;2021/01/16;0;2020/11/29;10;2020/11/29;4;2020/03/25;2.03;2020/04/19;6.1;2020/05/18;0.0;2020/11/03;4.07;2020/11/29;20.33;2020/11/27;12.2;2020/12/12;8.13;2021/01/16;0.0;2020/11/29;20.33;2020/11/29;8.13;COM
Prascorsano;San Colombano Belmonte,CuorgnÃ¨,Canischio,Rivara,Valperga,Pratiglione,Pertusio;2020/03/25;0;2020/04/22;4;2020/05/18;0;2020/11/03;9;2020/11/23;13;2020/11/27;12;2020/12/12;6;2021/01/16;8;2020/11/23;13;2021/01/14;5;2020/03/25;0.0;2020/04/22;5.31;2020/05/18;0.0;2020/11/03;11.95;2020/11/23;17.26;2020/11/27;15.94;2020/12/12;7.97;2021/01/16;10.62;2020/11/23;17.26;2021/01/14;6.64;COM
Pratiglione;Forno Canavese,Sparone,Canischio,Corio,Rivara,Prascorsano;2020/03/25;1;2020/03/26;2;2020/05/18;1;2020/11/03;5;2020/11/18;9;2020/11/27;5;2020/12/12;2;2021/01/16;2;2020/11/18;9;2020/10/28;2;2020/03/25;1.95;2020/03/26;3.89;2020/05/18;1.95;2020/11/03;9.73;2020/11/18;17.51;2020/11/27;9.73;2020/12/12;3.89;2021/01/16;3.89;2020/11/18;17.51;2020/10/28;3.89;COM
Prato Sesia;Romagnano Sesia,Boca,Cavallirio,Grignasco,Serravalle Sesia;2020/03/25;6;2020/03/29;9;2020/05/18;4;2020/11/03;4;2020/11/27;29;2020/11/27;29;2020/12/12;12;2021/01/16;16;2020/11/27;29;2020/11/27;4;2020/03/25;3.21;2020/03/29;4.82;2020/05/18;2.14;2020/11/03;2.14;2020/11/27;15.52;2020/11/27;15.52;2020/12/12;6.42;2021/01/16;8.57;2020/11/27;15.52;2020/11/27;2.14;COM
Pray;Portula,Coggiola,Crevacuore,Caprile,Curino,Valdilana;2020/03/25;3;2020/04/05;7;2020/05/18;1;2020/11/03;2;2020/11/27;41;2020/11/27;41;2020/12/12;15;2021/01/16;13;2020/11/27;41;2020/11/07;7;2020/03/25;1.42;2020/04/05;3.31;2020/05/18;0.47;2020/11/03;0.95;2020/11/27;19.4;2020/11/27;19.4;2020/12/12;7.1;2021/01/16;6.15;2020/11/27;19.4;2020/11/07;3.31;COM
Prazzo;Stroppo,Acceglio,Elva,Canosio,Marmora,Bellino;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;1;2020/11/09;4;2020/11/27;3;2020/12/12;2;2021/01/16;0;2020/11/09;4;2020/12/21;2;2020/03/25;5.85;2020/03/25;5.85;2020/05/18;0.0;2020/11/03;5.85;2020/11/09;23.39;2020/11/27;17.54;2020/12/12;11.7;2021/01/16;0.0;2020/11/09;23.39;2020/12/21;11.7;COM
Predosa;Casal Cermelli,Sezzadio,Fresonara,Capriata d'Orba,Rocca Grimalda,Bosco Marengo,Castelspina,Carpeneto,Castellazzo Bormida;2020/03/25;6;2020/05/04;40;2020/05/18;31;2020/11/03;6;2020/11/17;13;2020/11/27;10;2020/12/12;6;2021/01/16;6;2020/05/04;40;2020/04/24;12;2020/03/25;3.04;2020/05/04;20.25;2020/05/18;15.7;2020/11/03;3.04;2020/11/17;6.58;2020/11/27;5.06;2020/12/12;3.04;2021/01/16;3.04;2020/05/04;20.25;2020/04/24;6.08;COM
Premeno;Intragna,Vignone,Aurano,Oggebbio,Bee,Ghiffa;2020/03/25;2;2020/05/03;8;2020/05/18;4;2020/11/03;0;2020/11/20;14;2020/11/27;10;2020/12/12;1;2021/01/16;8;2020/11/20;14;2020/11/13;4;2020/03/25;2.74;2020/05/03;10.96;2020/05/18;5.48;2020/11/03;0.0;2020/11/20;19.18;2020/11/27;13.7;2020/12/12;1.37;2021/01/16;10.96;2020/11/20;19.18;2020/11/13;5.48;COM
Premia;Formazza,Crodo,Baceno,Montecrestese;2020/03/25;0;2020/04/14;2;2020/05/18;1;2020/11/03;6;2020/11/04;8;2020/11/27;3;2020/12/12;1;2021/01/16;1;2020/11/04;8;2020/10/28;2;2020/03/25;0.0;2020/04/14;3.62;2020/05/18;1.81;2020/11/03;10.85;2020/11/04;14.47;2020/11/27;5.42;2020/12/12;1.81;2021/01/16;1.81;2020/11/04;14.47;2020/11/02;3.62;COM
Premosello-Chiovenda;Anzola d'Ossola,Vogogna,Ornavasso,Beura-Cardezza,Trontano,Mergozzo,Pieve Vergonte,San Bernardino Verbano,Cossogno;2020/03/25;2;2020/04/14;58;2020/05/18;25;2020/11/03;5;2020/11/27;34;2020/11/27;34;2020/12/12;16;2021/01/16;6;2020/04/14;58;2020/04/06;16;2020/03/25;1.03;2020/04/14;29.88;2020/05/18;12.88;2020/11/03;2.58;2020/11/27;17.52;2020/11/27;17.52;2020/12/12;8.24;2021/01/16;3.09;2020/04/14;29.88;2020/04/06;8.24;COM
